location_id,zone,row,column,depth,location_type,product_id,quantity,product_type,x,y,z,color,depth_info
D-02-13-1,D,2,13,1,Folded Shelves,,0,Sweaters,29.5,44,1.5,"[0, 0, 160]",
D-02-13-2,D,2,13,2,Folded Shelves,Swe-Gra-XL,5,Sweaters,29.5,44,3.0,"[0, 0, 160]",
D-02-13-3,D,2,13,3,Folded Shelves,,0,Sweaters,29.5,44,4.5,"[0, 0, 160]",
D-02-14-1,D,2,14,1,Folded Shelves,,0,Sweaters,31.0,44,1.5,"[0, 0, 160]",
D-02-14-2,D,2,14,2,Folded Shelves,Swe-Gre-M,8,Sweaters,31.0,44,3.0,"[0, 0, 160]",
D-02-14-3,D,2,14,3,Folded Shelves,Swe-Bla-L,3,Sweaters,31.0,44,4.5,"[0, 0, 160]",
D-02-15-1,D,2,15,1,Folded Shelves,Swe-Gre-S,8,Sweaters,32.5,44,1.5,"[0, 0, 160]",
D-02-15-2,D,2,15,2,Folded Shelves,Swe-Whi-XS,10,Sweaters,32.5,44,3.0,"[0, 0, 160]",
D-02-15-3,D,2,15,3,Folded Shelves,Swe-Gre-S,18,Sweaters,32.5,44,4.5,"[0, 0, 160]",
D-02-16-1,D,2,16,1,Folded Shelves,Swe-Red-XL,19,Sweaters,34.0,44,1.5,"[0, 0, 160]",
D-02-16-2,D,2,16,2,Folded Shelves,Swe-Blu-XS,19,Sweaters,34.0,44,3.0,"[0, 0, 160]",
D-02-16-3,D,2,16,3,Folded Shelves,,0,Sweaters,34.0,44,4.5,"[0, 0, 160]",
D-02-17-1,D,2,17,1,Folded Shelves,Swe-Whi-XXL,10,Sweaters,35.5,44,1.5,"[0, 0, 160]",
D-02-17-2,D,2,17,2,Folded Shelves,Swe-Red-S,9,Sweaters,35.5,44,3.0,"[0, 0, 160]",
D-02-17-3,D,2,17,3,Folded Shelves,Swe-Gre-M,17,Sweaters,35.5,44,4.5,"[0, 0, 160]",
D-02-18-1,D,2,18,1,Folded Shelves,Swe-Bla-XS,1,Sweaters,37.0,44,1.5,"[0, 0, 160]",
D-02-18-2,D,2,18,2,Folded Shelves,Swe-Gre-L,14,Sweaters,37.0,44,3.0,"[0, 0, 160]",
D-02-18-3,D,2,18,3,Folded Shelves,Swe-Whi-XS,10,Sweaters,37.0,44,4.5,"[0, 0, 160]",
D-02-19-1,D,2,19,1,Folded Shelves,Swe-Blu-XXL,3,Sweaters,38.5,44,1.5,"[0, 0, 160]",
D-02-19-2,D,2,19,2,Folded Shelves,,0,Sweaters,38.5,44,3.0,"[0, 0, 160]",
D-02-19-3,D,2,19,3,Folded Shelves,Swe-Red-L,3,Sweaters,38.5,44,4.5,"[0, 0, 160]",
D-02-20-1,D,2,20,1,Folded Shelves,Swe-Blu-XXL,17,Sweaters,40.0,44,1.5,"[0, 0, 160]",
D-02-20-2,D,2,20,2,Folded Shelves,,0,Sweaters,40.0,44,3.0,"[0, 0, 160]",
D-02-20-3,D,2,20,3,Folded Shelves,Swe-Bla-XL,6,Sweaters,40.0,44,4.5,"[0, 0, 160]",
E-01-01-1,E,1,1,1,Hanging Racks,Jac-Gre-XXL,14,Jackets,11.5,32,1.5,"[0, 0, 140]",
E-01-01-2,E,1,1,2,Hanging Racks,,0,Jackets,11.5,32,3.0,"[0, 0, 140]",
E-01-01-3,E,1,1,3,Hanging Racks,Jac-Gra-XS,19,Jackets,11.5,32,4.5,"[0, 0, 140]",
E-01-02-1,E,1,2,1,Hanging Racks,Jac-Bla-L,17,Jackets,13.0,32,1.5,"[0, 0, 140]",
E-01-02-2,E,1,2,2,Hanging Racks,Jac-Red-M,4,Jackets,13.0,32,3.0,"[0, 0, 140]",
E-01-02-3,E,1,2,3,Hanging Racks,Jac-Bla-M,20,Jackets,13.0,32,4.5,"[0, 0, 140]",
E-01-03-1,E,1,3,1,Hanging Racks,Jac-Whi-XXL,4,Jackets,14.5,32,1.5,"[0, 0, 140]",
E-01-03-2,E,1,3,2,Hanging Racks,Jac-Bla-XL,12,Jackets,14.5,32,3.0,"[0, 0, 140]",
E-01-03-3,E,1,3,3,Hanging Racks,,0,Jackets,14.5,32,4.5,"[0, 0, 140]",
E-01-04-1,E,1,4,1,Hanging Racks,,0,Jackets,16.0,32,1.5,"[0, 0, 140]",
E-01-04-2,E,1,4,2,Hanging Racks,Jac-Whi-XS,9,Jackets,16.0,32,3.0,"[0, 0, 140]",
E-01-04-3,E,1,4,3,Hanging Racks,,0,Jackets,16.0,32,4.5,"[0, 0, 140]",
E-01-05-1,E,1,5,1,Hanging Racks,Jac-Gra-L,16,Jackets,17.5,32,1.5,"[0, 0, 140]",
E-01-05-2,E,1,5,2,Hanging Racks,Jac-Blu-M,19,Jackets,17.5,32,3.0,"[0, 0, 140]",
E-01-05-3,E,1,5,3,Hanging Racks,Jac-Blu-XXL,13,Jackets,17.5,32,4.5,"[0, 0, 140]",
E-01-06-1,E,1,6,1,Hanging Racks,,0,Jackets,19.0,32,1.5,"[0, 0, 140]",
E-01-06-2,E,1,6,2,Hanging Racks,Jac-Red-L,20,Jackets,19.0,32,3.0,"[0, 0, 140]",
E-01-06-3,E,1,6,3,Hanging Racks,Jac-Bla-M,10,Jackets,19.0,32,4.5,"[0, 0, 140]",
E-01-07-1,E,1,7,1,Hanging Racks,Jac-Gre-S,5,Jackets,20.5,32,1.5,"[0, 0, 140]",
E-01-07-2,E,1,7,2,Hanging Racks,Jac-Bla-L,14,Jackets,20.5,32,3.0,"[0, 0, 140]",
E-01-07-3,E,1,7,3,Hanging Racks,Jac-Bla-M,16,Jackets,20.5,32,4.5,"[0, 0, 140]",
E-01-08-1,E,1,8,1,Hanging Racks,Jac-Bla-S,6,Jackets,22.0,32,1.5,"[0, 0, 140]",
E-01-08-2,E,1,8,2,Hanging Racks,Jac-Whi-S,12,Jackets,22.0,32,3.0,"[0, 0, 140]",
E-01-08-3,E,1,8,3,Hanging Racks,,0,Jackets,22.0,32,4.5,"[0, 0, 140]",
E-01-09-1,E,1,9,1,Hanging Racks,Jac-Gre-XXL,17,Jackets,23.5,32,1.5,"[0, 0, 140]",
E-01-09-2,E,1,9,2,Hanging Racks,Jac-Red-L,14,Jackets,23.5,32,3.0,"[0, 0, 140]",
E-01-09-3,E,1,9,3,Hanging Racks,Jac-Whi-XL,6,Jackets,23.5,32,4.5,"[0, 0, 140]",
E-01-10-1,E,1,10,1,Hanging Racks,Jac-Gre-M,15,Jackets,25.0,32,1.5,"[0, 0, 140]",
E-01-10-2,E,1,10,2,Hanging Racks,Jac-Gre-XS,20,Jackets,25.0,32,3.0,"[0, 0, 140]",
E-01-10-3,E,1,10,3,Hanging Racks,,0,Jackets,25.0,32,4.5,"[0, 0, 140]",
E-01-11-1,E,1,11,1,Hanging Racks,Jac-Blu-M,2,Jackets,26.5,32,1.5,"[0, 0, 140]",
E-01-11-2,E,1,11,2,Hanging Racks,Jac-Red-XXL,3,Jackets,26.5,32,3.0,"[0, 0, 140]",
E-01-11-3,E,1,11,3,Hanging Racks,Jac-Blu-XS,15,Jackets,26.5,32,4.5,"[0, 0, 140]",
E-01-12-1,E,1,12,1,Hanging Racks,Jac-Gra-S,18,Jackets,28.0,32,1.5,"[0, 0, 140]",
E-01-12-2,E,1,12,2,Hanging Racks,Jac-Blu-XS,16,Jackets,28.0,32,3.0,"[0, 0, 140]",
E-01-12-3,E,1,12,3,Hanging Racks,Jac-Gra-M,18,Jackets,28.0,32,4.5,"[0, 0, 140]",
E-01-13-1,E,1,13,1,Hanging Racks,Jac-Blu-M,16,Jackets,29.5,32,1.5,"[0, 0, 140]",
E-01-13-2,E,1,13,2,Hanging Racks,Jac-Blu-M,18,Jackets,29.5,32,3.0,"[0, 0, 140]",
E-01-13-3,E,1,13,3,Hanging Racks,Jac-Blu-L,7,Jackets,29.5,32,4.5,"[0, 0, 140]",
E-01-14-1,E,1,14,1,Hanging Racks,Jac-Bla-S,17,Jackets,31.0,32,1.5,"[0, 0, 140]",
E-01-14-2,E,1,14,2,Hanging Racks,,0,Jackets,31.0,32,3.0,"[0, 0, 140]",
E-01-14-3,E,1,14,3,Hanging Racks,Jac-Bla-XL,18,Jackets,31.0,32,4.5,"[0, 0, 140]",
E-01-15-1,E,1,15,1,Hanging Racks,Jac-Whi-XS,18,Jackets,32.5,32,1.5,"[0, 0, 140]",
E-01-15-2,E,1,15,2,Hanging Racks,,0,Jackets,32.5,32,3.0,"[0, 0, 140]",
E-01-15-3,E,1,15,3,Hanging Racks,Jac-Whi-XXL,5,Jackets,32.5,32,4.5,"[0, 0, 140]",
E-01-16-1,E,1,16,1,Hanging Racks,Jac-Gra-XS,17,Jackets,34.0,32,1.5,"[0, 0, 140]",
E-01-16-2,E,1,16,2,Hanging Racks,,0,Jackets,34.0,32,3.0,"[0, 0, 140]",
E-01-16-3,E,1,16,3,Hanging Racks,Jac-Blu-M,7,Jackets,34.0,32,4.5,"[0, 0, 140]",
E-01-17-1,E,1,17,1,Hanging Racks,Jac-Blu-S,17,Jackets,35.5,32,1.5,"[0, 0, 140]",
E-01-17-2,E,1,17,2,Hanging Racks,,0,Jackets,35.5,32,3.0,"[0, 0, 140]",
E-01-17-3,E,1,17,3,Hanging Racks,Jac-Bla-XXL,15,Jackets,35.5,32,4.5,"[0, 0, 140]",
E-01-18-1,E,1,18,1,Hanging Racks,Jac-Red-XXL,8,Jackets,37.0,32,1.5,"[0, 0, 140]",
E-01-18-2,E,1,18,2,Hanging Racks,Jac-Gre-M,10,Jackets,37.0,32,3.0,"[0, 0, 140]",
E-01-18-3,E,1,18,3,Hanging Racks,Jac-Red-S,18,Jackets,37.0,32,4.5,"[0, 0, 140]",
E-01-19-1,E,1,19,1,Hanging Racks,Jac-Blu-S,14,Jackets,38.5,32,1.5,"[0, 0, 140]",
E-01-19-2,E,1,19,2,Hanging Racks,Jac-Bla-S,19,Jackets,38.5,32,3.0,"[0, 0, 140]",
E-01-19-3,E,1,19,3,Hanging Racks,Jac-Gre-M,20,Jackets,38.5,32,4.5,"[0, 0, 140]",
E-01-20-1,E,1,20,1,Hanging Racks,,0,Jackets,40.0,32,1.5,"[0, 0, 140]",
E-01-20-2,E,1,20,2,Hanging Racks,Jac-Gre-S,12,Jackets,40.0,32,3.0,"[0, 0, 140]",
E-01-20-3,E,1,20,3,Hanging Racks,,0,Jackets,40.0,32,4.5,"[0, 0, 140]",
E-02-01-1,E,2,1,1,Hanging Racks,Jac-Gra-XXL,4,Jackets,11.5,34,1.5,"[0, 0, 140]",
E-02-01-2,E,2,1,2,Hanging Racks,Jac-Whi-S,20,Jackets,11.5,34,3.0,"[0, 0, 140]",
E-02-01-3,E,2,1,3,Hanging Racks,,0,Jackets,11.5,34,4.5,"[0, 0, 140]",
E-02-02-1,E,2,2,1,Hanging Racks,Jac-Blu-L,7,Jackets,13.0,34,1.5,"[0, 0, 140]",
E-02-02-2,E,2,2,2,Hanging Racks,,0,Jackets,13.0,34,3.0,"[0, 0, 140]",
E-02-02-3,E,2,2,3,Hanging Racks,Jac-Bla-L,4,Jackets,13.0,34,4.5,"[0, 0, 140]",
E-02-03-1,E,2,3,1,Hanging Racks,Jac-Gra-S,13,Jackets,14.5,34,1.5,"[0, 0, 140]",
E-02-03-2,E,2,3,2,Hanging Racks,,0,Jackets,14.5,34,3.0,"[0, 0, 140]",
E-02-03-3,E,2,3,3,Hanging Racks,Jac-Red-XS,1,Jackets,14.5,34,4.5,"[0, 0, 140]",
E-02-04-1,E,2,4,1,Hanging Racks,Jac-Blu-XS,17,Jackets,16.0,34,1.5,"[0, 0, 140]",
E-02-04-2,E,2,4,2,Hanging Racks,Jac-Gre-XXL,10,Jackets,16.0,34,3.0,"[0, 0, 140]",
E-02-04-3,E,2,4,3,Hanging Racks,Jac-Whi-XL,14,Jackets,16.0,34,4.5,"[0, 0, 140]",
E-02-05-1,E,2,5,1,Hanging Racks,Jac-Gre-L,19,Jackets,17.5,34,1.5,"[0, 0, 140]",
E-02-05-2,E,2,5,2,Hanging Racks,Jac-Red-L,19,Jackets,17.5,34,3.0,"[0, 0, 140]",
E-02-05-3,E,2,5,3,Hanging Racks,Jac-Blu-L,10,Jackets,17.5,34,4.5,"[0, 0, 140]",
E-02-06-1,E,2,6,1,Hanging Racks,Jac-Red-XS,14,Jackets,19.0,34,1.5,"[0, 0, 140]",
E-02-06-2,E,2,6,2,Hanging Racks,,0,Jackets,19.0,34,3.0,"[0, 0, 140]",
E-02-06-3,E,2,6,3,Hanging Racks,Jac-Gre-XS,16,Jackets,19.0,34,4.5,"[0, 0, 140]",
E-02-07-1,E,2,7,1,Hanging Racks,,0,Jackets,20.5,34,1.5,"[0, 0, 140]",
E-02-07-2,E,2,7,2,Hanging Racks,,0,Jackets,20.5,34,3.0,"[0, 0, 140]",
E-02-07-3,E,2,7,3,Hanging Racks,Jac-Gre-XS,8,Jackets,20.5,34,4.5,"[0, 0, 140]",
E-02-08-1,E,2,8,1,Hanging Racks,Jac-Bla-M,1,Jackets,22.0,34,1.5,"[0, 0, 140]",
E-02-08-2,E,2,8,2,Hanging Racks,Jac-Whi-L,2,Jackets,22.0,34,3.0,"[0, 0, 140]",
E-02-08-3,E,2,8,3,Hanging Racks,Jac-Gre-M,9,Jackets,22.0,34,4.5,"[0, 0, 140]",
E-02-09-1,E,2,9,1,Hanging Racks,Jac-Blu-XL,5,Jackets,23.5,34,1.5,"[0, 0, 140]",
E-02-09-2,E,2,9,2,Hanging Racks,Jac-Blu-XS,19,Jackets,23.5,34,3.0,"[0, 0, 140]",
E-02-09-3,E,2,9,3,Hanging Racks,Jac-Blu-S,15,Jackets,23.5,34,4.5,"[0, 0, 140]",
E-02-10-1,E,2,10,1,Hanging Racks,Jac-Whi-L,19,Jackets,25.0,34,1.5,"[0, 0, 140]",
E-02-10-2,E,2,10,2,Hanging Racks,,0,Jackets,25.0,34,3.0,"[0, 0, 140]",
E-02-10-3,E,2,10,3,Hanging Racks,Jac-Blu-XXL,4,Jackets,25.0,34,4.5,"[0, 0, 140]",
E-02-11-1,E,2,11,1,Hanging Racks,,0,Jackets,26.5,34,1.5,"[0, 0, 140]",
E-02-11-2,E,2,11,2,Hanging Racks,Jac-Red-M,19,Jackets,26.5,34,3.0,"[0, 0, 140]",
E-02-11-3,E,2,11,3,Hanging Racks,Jac-Whi-XS,9,Jackets,26.5,34,4.5,"[0, 0, 140]",
E-02-12-1,E,2,12,1,Hanging Racks,Jac-Gra-XS,3,Jackets,28.0,34,1.5,"[0, 0, 140]",
E-02-12-2,E,2,12,2,Hanging Racks,Jac-Red-XS,3,Jackets,28.0,34,3.0,"[0, 0, 140]",
E-02-12-3,E,2,12,3,Hanging Racks,Jac-Gra-XL,4,Jackets,28.0,34,4.5,"[0, 0, 140]",
E-02-13-1,E,2,13,1,Hanging Racks,,0,Jackets,29.5,34,1.5,"[0, 0, 140]",
E-02-13-2,E,2,13,2,Hanging Racks,Jac-Gre-S,6,Jackets,29.5,34,3.0,"[0, 0, 140]",
E-02-13-3,E,2,13,3,Hanging Racks,Jac-Gre-XS,18,Jackets,29.5,34,4.5,"[0, 0, 140]",
E-02-14-1,E,2,14,1,Hanging Racks,,0,Jackets,31.0,34,1.5,"[0, 0, 140]",
E-02-14-2,E,2,14,2,Hanging Racks,Jac-Gra-S,12,Jackets,31.0,34,3.0,"[0, 0, 140]",
E-02-14-3,E,2,14,3,Hanging Racks,Jac-Red-XL,4,Jackets,31.0,34,4.5,"[0, 0, 140]",
E-02-15-1,E,2,15,1,Hanging Racks,Jac-Blu-XL,4,Jackets,32.5,34,1.5,"[0, 0, 140]",
E-02-15-2,E,2,15,2,Hanging Racks,,0,Jackets,32.5,34,3.0,"[0, 0, 140]",
E-02-15-3,E,2,15,3,Hanging Racks,Jac-Whi-XS,9,Jackets,32.5,34,4.5,"[0, 0, 140]",
E-02-16-1,E,2,16,1,Hanging Racks,Jac-Whi-S,16,Jackets,34.0,34,1.5,"[0, 0, 140]",
E-02-16-2,E,2,16,2,Hanging Racks,Jac-Gre-XS,4,Jackets,34.0,34,3.0,"[0, 0, 140]",
E-02-16-3,E,2,16,3,Hanging Racks,Jac-Gra-XL,12,Jackets,34.0,34,4.5,"[0, 0, 140]",
E-02-17-1,E,2,17,1,Hanging Racks,Jac-Blu-L,18,Jackets,35.5,34,1.5,"[0, 0, 140]",
E-02-17-2,E,2,17,2,Hanging Racks,Jac-Gre-XXL,4,Jackets,35.5,34,3.0,"[0, 0, 140]",
E-02-17-3,E,2,17,3,Hanging Racks,,0,Jackets,35.5,34,4.5,"[0, 0, 140]",
E-02-18-1,E,2,18,1,Hanging Racks,Jac-Bla-M,13,Jackets,37.0,34,1.5,"[0, 0, 140]",
E-02-18-2,E,2,18,2,Hanging Racks,Jac-Bla-XS,1,Jackets,37.0,34,3.0,"[0, 0, 140]",
E-02-18-3,E,2,18,3,Hanging Racks,Jac-Blu-S,7,Jackets,37.0,34,4.5,"[0, 0, 140]",
E-02-19-1,E,2,19,1,Hanging Racks,,0,Jackets,38.5,34,1.5,"[0, 0, 140]",
E-02-19-2,E,2,19,2,Hanging Racks,Jac-Bla-M,11,Jackets,38.5,34,3.0,"[0, 0, 140]",
E-02-19-3,E,2,19,3,Hanging Racks,Jac-Gre-XS,5,Jackets,38.5,34,4.5,"[0, 0, 140]",
E-02-20-1,E,2,20,1,Hanging Racks,Jac-Red-XL,5,Jackets,40.0,34,1.5,"[0, 0, 140]",
E-02-20-2,E,2,20,2,Hanging Racks,Jac-Red-XS,2,Jackets,40.0,34,3.0,"[0, 0, 140]",
E-02-20-3,E,2,20,3,Hanging Racks,Jac-Red-S,16,Jackets,40.0,34,4.5,"[0, 0, 140]",
F-01-01-1,F,1,1,1,Shoe Racks,Sport-11,11,Shoes,11.5,22,1.5,"[0, 0, 120]",
F-01-01-2,F,1,1,2,Shoe Racks,,0,Shoes,11.5,22,3.0,"[0, 0, 120]",
F-01-01-3,F,1,1,3,Shoe Racks,Sport-10,11,Shoes,11.5,22,4.5,"[0, 0, 120]",
F-01-02-1,F,1,2,1,Shoe Racks,Dress-6,14,Shoes,13.0,22,1.5,"[0, 0, 120]",
F-01-02-2,F,1,2,2,Shoe Racks,Sport-8,9,Shoes,13.0,22,3.0,"[0, 0, 120]",
F-01-02-3,F,1,2,3,Shoe Racks,,0,Shoes,13.0,22,4.5,"[0, 0, 120]",
F-01-03-1,F,1,3,1,Shoe Racks,,0,Shoes,14.5,22,1.5,"[0, 0, 120]",
F-01-03-2,F,1,3,2,Shoe Racks,Running-9,19,Shoes,14.5,22,3.0,"[0, 0, 120]",
F-01-03-3,F,1,3,3,Shoe Racks,Casual-9,10,Shoes,14.5,22,4.5,"[0, 0, 120]",
F-01-04-1,F,1,4,1,Shoe Racks,,0,Shoes,16.0,22,1.5,"[0, 0, 120]",
F-01-04-2,F,1,4,2,Shoe Racks,Running-11,14,Shoes,16.0,22,3.0,"[0, 0, 120]",
F-01-04-3,F,1,4,3,Shoe Racks,Casual-8,6,Shoes,16.0,22,4.5,"[0, 0, 120]",
F-01-05-1,F,1,5,1,Shoe Racks,Sport-12,10,Shoes,17.5,22,1.5,"[0, 0, 120]",
F-01-05-2,F,1,5,2,Shoe Racks,Sport-6,7,Shoes,17.5,22,3.0,"[0, 0, 120]",
F-01-05-3,F,1,5,3,Shoe Racks,,0,Shoes,17.5,22,4.5,"[0, 0, 120]",
F-01-06-1,F,1,6,1,Shoe Racks,Running-12,1,Shoes,19.0,22,1.5,"[0, 0, 120]",
F-01-06-2,F,1,6,2,Shoe Racks,Running-11,5,Shoes,19.0,22,3.0,"[0, 0, 120]",
F-01-06-3,F,1,6,3,Shoe Racks,,0,Shoes,19.0,22,4.5,"[0, 0, 120]",
F-01-07-1,F,1,7,1,Shoe Racks,Casual-10,9,Shoes,20.5,22,1.5,"[0, 0, 120]",
F-01-07-2,F,1,7,2,Shoe Racks,Dress-12,7,Shoes,20.5,22,3.0,"[0, 0, 120]",
F-01-07-3,F,1,7,3,Shoe Racks,Dress-6,1,Shoes,20.5,22,4.5,"[0, 0, 120]",
F-01-08-1,F,1,8,1,Shoe Racks,,0,Shoes,22.0,22,1.5,"[0, 0, 120]",
F-01-08-2,F,1,8,2,Shoe Racks,Casual-9,2,Shoes,22.0,22,3.0,"[0, 0, 120]",
F-01-08-3,F,1,8,3,Shoe Racks,,0,Shoes,22.0,22,4.5,"[0, 0, 120]",
F-01-09-1,F,1,9,1,Shoe Racks,Running-10,4,Shoes,23.5,22,1.5,"[0, 0, 120]",
F-01-09-2,F,1,9,2,Shoe Racks,,0,Shoes,23.5,22,3.0,"[0, 0, 120]",
F-01-09-3,F,1,9,3,Shoe Racks,Sport-6,16,Shoes,23.5,22,4.5,"[0, 0, 120]",
F-01-10-1,F,1,10,1,Shoe Racks,Running-7,4,Shoes,25.0,22,1.5,"[0, 0, 120]",
F-01-10-2,F,1,10,2,Shoe Racks,Running-10,3,Shoes,25.0,22,3.0,"[0, 0, 120]",
F-01-10-3,F,1,10,3,Shoe Racks,Running-9,13,Shoes,25.0,22,4.5,"[0, 0, 120]",
F-01-11-1,F,1,11,1,Shoe Racks,Casual-10,5,Shoes,26.5,22,1.5,"[0, 0, 120]",
F-01-11-2,F,1,11,2,Shoe Racks,Sport-9,14,Shoes,26.5,22,3.0,"[0, 0, 120]",
F-01-11-3,F,1,11,3,Shoe Racks,Sport-10,2,Shoes,26.5,22,4.5,"[0, 0, 120]",
F-01-12-1,F,1,12,1,Shoe Racks,Running-9,9,Shoes,28.0,22,1.5,"[0, 0, 120]",
F-01-12-2,F,1,12,2,Shoe Racks,,0,Shoes,28.0,22,3.0,"[0, 0, 120]",
F-01-12-3,F,1,12,3,Shoe Racks,Casual-10,18,Shoes,28.0,22,4.5,"[0, 0, 120]",
F-01-13-1,F,1,13,1,Shoe Racks,,0,Shoes,29.5,22,1.5,"[0, 0, 120]",
F-01-13-2,F,1,13,2,Shoe Racks,,0,Shoes,29.5,22,3.0,"[0, 0, 120]",
F-01-13-3,F,1,13,3,Shoe Racks,Running-11,9,Shoes,29.5,22,4.5,"[0, 0, 120]",
F-01-14-1,F,1,14,1,Shoe Racks,Dress-11,20,Shoes,31.0,22,1.5,"[0, 0, 120]",
F-01-14-2,F,1,14,2,Shoe Racks,,0,Shoes,31.0,22,3.0,"[0, 0, 120]",
F-01-14-3,F,1,14,3,Shoe Racks,Sport-7,14,Shoes,31.0,22,4.5,"[0, 0, 120]",
F-01-15-1,F,1,15,1,Shoe Racks,Sport-8,20,Shoes,32.5,22,1.5,"[0, 0, 120]",
F-01-15-2,F,1,15,2,Shoe Racks,Sport-12,1,Shoes,32.5,22,3.0,"[0, 0, 120]",
F-01-15-3,F,1,15,3,Shoe Racks,,0,Shoes,32.5,22,4.5,"[0, 0, 120]",
F-01-16-1,F,1,16,1,Shoe Racks,Running-12,3,Shoes,34.0,22,1.5,"[0, 0, 120]",
F-01-16-2,F,1,16,2,Shoe Racks,Sport-12,7,Shoes,34.0,22,3.0,"[0, 0, 120]",
F-01-16-3,F,1,16,3,Shoe Racks,Dress-9,14,Shoes,34.0,22,4.5,"[0, 0, 120]",
F-01-17-1,F,1,17,1,Shoe Racks,Dress-8,8,Shoes,35.5,22,1.5,"[0, 0, 120]",
F-01-17-2,F,1,17,2,Shoe Racks,Sport-7,9,Shoes,35.5,22,3.0,"[0, 0, 120]",
F-01-17-3,F,1,17,3,Shoe Racks,,0,Shoes,35.5,22,4.5,"[0, 0, 120]",
F-01-18-1,F,1,18,1,Shoe Racks,Casual-10,20,Shoes,37.0,22,1.5,"[0, 0, 120]",
F-01-18-2,F,1,18,2,Shoe Racks,Sport-10,13,Shoes,37.0,22,3.0,"[0, 0, 120]",
F-01-18-3,F,1,18,3,Shoe Racks,Running-9,3,Shoes,37.0,22,4.5,"[0, 0, 120]",
F-01-19-1,F,1,19,1,Shoe Racks,Sport-9,2,Shoes,38.5,22,1.5,"[0, 0, 120]",
F-01-19-2,F,1,19,2,Shoe Racks,Running-10,4,Shoes,38.5,22,3.0,"[0, 0, 120]",
F-01-19-3,F,1,19,3,Shoe Racks,,0,Shoes,38.5,22,4.5,"[0, 0, 120]",
F-01-20-1,F,1,20,1,Shoe Racks,Sport-6,15,Shoes,40.0,22,1.5,"[0, 0, 120]",
F-01-20-2,F,1,20,2,Shoe Racks,Running-9,18,Shoes,40.0,22,3.0,"[0, 0, 120]",
F-01-20-3,F,1,20,3,Shoe Racks,,0,Shoes,40.0,22,4.5,"[0, 0, 120]",
F-02-01-1,F,2,1,1,Shoe Racks,,0,Shoes,11.5,24,1.5,"[0, 0, 120]",
F-02-01-2,F,2,1,2,Shoe Racks,,0,Shoes,11.5,24,3.0,"[0, 0, 120]",
F-02-01-3,F,2,1,3,Shoe Racks,Dress-11,13,Shoes,11.5,24,4.5,"[0, 0, 120]",
F-02-02-1,F,2,2,1,Shoe Racks,Sport-12,14,Shoes,13.0,24,1.5,"[0, 0, 120]",
F-02-02-2,F,2,2,2,Shoe Racks,,0,Shoes,13.0,24,3.0,"[0, 0, 120]",
F-02-02-3,F,2,2,3,Shoe Racks,Dress-6,17,Shoes,13.0,24,4.5,"[0, 0, 120]",
F-02-03-1,F,2,3,1,Shoe Racks,Sport-6,2,Shoes,14.5,24,1.5,"[0, 0, 120]",
F-02-03-2,F,2,3,2,Shoe Racks,Casual-6,12,Shoes,14.5,24,3.0,"[0, 0, 120]",
F-02-03-3,F,2,3,3,Shoe Racks,,0,Shoes,14.5,24,4.5,"[0, 0, 120]",
F-02-04-1,F,2,4,1,Shoe Racks,Dress-12,12,Shoes,16.0,24,1.5,"[0, 0, 120]",
F-02-04-2,F,2,4,2,Shoe Racks,Running-7,2,Shoes,16.0,24,3.0,"[0, 0, 120]",
F-02-04-3,F,2,4,3,Shoe Racks,Casual-6,2,Shoes,16.0,24,4.5,"[0, 0, 120]",
F-02-05-1,F,2,5,1,Shoe Racks,Running-8,11,Shoes,17.5,24,1.5,"[0, 0, 120]",
F-02-05-2,F,2,5,2,Shoe Racks,Dress-7,2,Shoes,17.5,24,3.0,"[0, 0, 120]",
F-02-05-3,F,2,5,3,Shoe Racks,Dress-6,5,Shoes,17.5,24,4.5,"[0, 0, 120]",
F-02-06-1,F,2,6,1,Shoe Racks,Sport-6,18,Shoes,19.0,24,1.5,"[0, 0, 120]",
F-02-06-2,F,2,6,2,Shoe Racks,Sport-12,17,Shoes,19.0,24,3.0,"[0, 0, 120]",
F-02-06-3,F,2,6,3,Shoe Racks,Running-6,3,Shoes,19.0,24,4.5,"[0, 0, 120]",
F-02-07-1,F,2,7,1,Shoe Racks,,0,Shoes,20.5,24,1.5,"[0, 0, 120]",
F-02-07-2,F,2,7,2,Shoe Racks,Sport-8,20,Shoes,20.5,24,3.0,"[0, 0, 120]",
F-02-07-3,F,2,7,3,Shoe Racks,Sport-8,14,Shoes,20.5,24,4.5,"[0, 0, 120]",
F-02-08-1,F,2,8,1,Shoe Racks,,0,Shoes,22.0,24,1.5,"[0, 0, 120]",
F-02-08-2,F,2,8,2,Shoe Racks,Running-9,14,Shoes,22.0,24,3.0,"[0, 0, 120]",
F-02-08-3,F,2,8,3,Shoe Racks,Casual-9,5,Shoes,22.0,24,4.5,"[0, 0, 120]",
F-02-09-1,F,2,9,1,Shoe Racks,,0,Shoes,23.5,24,1.5,"[0, 0, 120]",
F-02-09-2,F,2,9,2,Shoe Racks,Casual-11,18,Shoes,23.5,24,3.0,"[0, 0, 120]",
F-02-09-3,F,2,9,3,Shoe Racks,Casual-6,4,Shoes,23.5,24,4.5,"[0, 0, 120]",
F-02-10-1,F,2,10,1,Shoe Racks,Running-10,9,Shoes,25.0,24,1.5,"[0, 0, 120]",
